7676,0.561,0.767
7546,0.607,0.654
1542,0.902,0.771
877,0.683,0.553
1460,-1.921,-0.011
7572,0.698,0.723
148,0.868,0.852
3168,0.876,0.826
2330,0.805,0.786
6786,0.607,0.782
3768,0.899,0.817
4305,0.679,0.71
2100,0.702,0.741
756,-1.526,-0.887
430,0.661,0.692
1307,0.184,0.681
5609,-0.988,0.377
4009,0.264,0.585
4554,0.869,0.857
4311,0.75,0.736
6762,0.554,0.719
2233,0.147,0.379
6168,0.793,0.724
4958,0.331,0.616
4657,0.858,0.829
3401,0.693,0.758
7735,-0.511,0.57
7314,0.495,0.773
4898,-2.561,-0.45
3773,0.124,0.466
1314,0.724,0.646
3232,0.798,0.762
6289,0.082,0.61
622,0.481,0.661
4990,0.031,0.635
1846,0.853,0.801
929,0.341,0.246
4428,0.561,0.829
908,0.758,-0.11
2470,0.663,0.696
4963,0.12,0.608
6571,0.588,0.754
3541,0.629,0.718
7063,0.699,0.806
3210,-0.941,0.55
7651,0.4,0.706
2307,0.813,0.804
5067,-0.409,0.512
2335,0.148,0.501
1006,0.63,0.722
5372,0.852,0.829
3297,0.538,0.59
2753,0.872,0.788
5549,-0.45,0.134
7862,0.552,0.48
1431,-0.697,0.551
7724,0.758,0.773
3129,0.555,0.756
872,0.404,0.506
4948,-0.467,0.518
5990,0.655,0.654
7176,0.364,0.744
7035,0.733,0.801
295,0.869,0.798
1221,0.619,0.594
3142,0.696,0.763
7217,0.336,0.681
391,0.277,0.594
7271,0.645,0.7
2437,0.729,0.788
4916,0.132,0.701
5635,0.625,0.686
6016,-0.452,0.381
